address_id,address,address2,city_id,postal_code,last_update
422,289 Santo Andr Manor,NULL,16,72410,2/15/06 04:45
423,437 Chungho Drive,NULL,450,59489,2/15/06 04:45
424,1948 Bayugan Parkway,NULL,264,60622,2/15/06 04:45
425,1866 al-Qatif Avenue,NULL,155,89420,2/15/06 04:45
426,1661 Abha Drive,NULL,416,14400,2/15/06 04:45
427,1557 Cape Coral Parkway,NULL,293,46875,2/15/06 04:45
428,1727 Matamoros Place,NULL,465,78813,2/15/06 04:45
429,1269 Botosani Manor,NULL,468,47394,2/15/06 04:45
430,355 Vitria de Santo Anto Way,NULL,452,81758,2/15/06 04:45
431,1596 Acua Parkway,NULL,418,70425,2/15/06 04:45
432,259 Ipoh Drive,NULL,189,64964,2/15/06 04:45
433,1823 Hoshiarpur Lane,NULL,510,33191,2/15/06 04:45
434,1404 Taguig Drive,NULL,547,87212,2/15/06 04:45
435,740 Udaipur Lane,NULL,150,33505,2/15/06 04:45
436,287 Cuautla Boulevard,NULL,501,72736,2/15/06 04:45
437,1766 Almirante Brown Street,NULL,364,63104,2/15/06 04:45
438,596 Huixquilucan Place,NULL,351,65892,2/15/06 04:45
439,1351 Aparecida de Goinia Parkway,NULL,391,41775,2/15/06 04:45
440,722 Bradford Lane,NULL,249,90920,2/15/06 04:45
441,983 Santa F Way,NULL,565,47472,2/15/06 04:45
442,1245 Ibirit Way,NULL,290,40926,2/15/06 04:45
443,1836 Korla Parkway,NULL,272,55405,2/15/06 04:45
444,231 Kaliningrad Place,NULL,70,57833,2/15/06 04:45
445,495 Bhimavaram Lane,NULL,144,3,2/15/06 04:45
446,1924 Shimonoseki Drive,NULL,59,52625,2/15/06 04:45
447,105 Dzerzinsk Manor,NULL,540,48570,2/15/06 04:45
448,614 Denizli Parkway,NULL,486,29444,2/15/06 04:45
449,1289 Belm Boulevard,NULL,530,88306,2/15/06 04:45
450,203 Tambaram Street,NULL,161,73942,2/15/06 04:45
451,1704 Tambaram Manor,NULL,554,2834,2/15/06 04:45
452,207 Cuernavaca Loop,NULL,352,52671,2/15/06 04:45
453,319 Springs Loop,NULL,160,99552,2/15/06 04:45
454,956 Nam Dinh Manor,NULL,481,21872,2/15/06 04:45
455,1947 Paarl Way,NULL,509,23636,2/15/06 04:45
456,814 Simferopol Loop,NULL,154,48745,2/15/06 04:45
457,535 Ahmadnagar Manor,NULL,3,41136,2/15/06 04:45
458,138 Caracas Boulevard,NULL,326,16790,2/15/06 04:45
459,251 Florencia Drive,NULL,556,16119,2/15/06 04:45
460,659 Gatineau Boulevard,NULL,153,28587,2/15/06 04:45
461,1889 Valparai Way,NULL,600,75559,2/15/06 04:45
462,1485 Bratislava Place,NULL,435,83183,2/15/06 04:45
463,935 Aden Boulevard,NULL,532,64709,2/15/06 04:45
464,76 Kermanshah Manor,NULL,423,23343,2/15/06 04:45
465,734 Tanshui Avenue,NULL,170,70664,2/15/06 04:45
466,118 Jaffna Loop,NULL,182,10447,2/15/06 04:45
467,1621 Tongliao Avenue,NULL,558,22173,2/15/06 04:45
468,1844 Usak Avenue,NULL,196,84461,2/15/06 04:45
469,1872 Toulon Loop,NULL,428,7939,2/15/06 04:45
470,1088 Ibirit Place,NULL,595,88502,2/15/06 04:45
471,1322 Mosul Parkway,NULL,145,95400,2/15/06 04:45
472,1447 Chatsworth Place,NULL,129,41545,2/15/06 04:45
473,1257 Guadalajara Street,NULL,78,33599,2/15/06 04:45
474,1469 Plock Lane,NULL,388,95835,2/15/06 04:45
475,434 Ourense (Orense) Manor,NULL,206,14122,2/15/06 04:45
476,270 Tambaram Parkway,NULL,244,9668,2/15/06 04:45
477,1786 Salinas Place,NULL,359,66546,2/15/06 04:45
478,1078 Stara Zagora Drive,NULL,301,69221,2/15/06 04:45
479,1854 Okara Boulevard,NULL,158,42123,2/15/06 04:45
480,421 Yaound Street,NULL,385,11363,2/15/06 04:45
481,1153 Allende Way,NULL,179,20336,2/15/06 04:45
482,808 Naala-Porto Parkway,NULL,500,41060,2/15/06 04:45
483,632 Usolje-Sibirskoje Parkway,NULL,36,73085,2/15/06 04:45
484,98 Pyongyang Boulevard,NULL,11,88749,2/15/06 04:45
485,984 Novoterkassk Loop,NULL,180,28165,2/15/06 04:45
486,64 Korla Street,NULL,347,25145,2/15/06 04:45
487,1785 So Bernardo do Campo Street,NULL,125,71182,2/15/06 04:45
488,698 Jelets Boulevard,NULL,142,2596,2/15/06 04:45
489,1297 Alvorada Parkway,NULL,587,11839,2/15/06 04:45
490,1909 Dayton Avenue,NULL,469,88513,2/15/06 04:45
491,1789 Saint-Denis Parkway,NULL,4,8268,2/15/06 04:45
492,185 Mannheim Lane,NULL,408,23661,2/15/06 04:45
493,184 Mandaluyong Street,NULL,288,94239,2/15/06 04:45
494,591 Sungai Petani Drive,NULL,376,46400,2/15/06 04:45
495,656 Matamoros Drive,NULL,487,19489,2/15/06 04:45
496,775 ostka Drive,NULL,337,22358,2/15/06 04:45
497,1013 Tabuk Boulevard,NULL,261,96203,2/15/06 04:45
498,319 Plock Parkway,NULL,504,26101,2/15/06 04:45
499,1954 Kowloon and New Kowloon Way,NULL,434,63667,2/15/06 04:45
500,362 Rajkot Lane,NULL,47,98030,2/15/06 04:45
501,1060 Tandil Lane,NULL,432,72349,2/15/06 04:45
502,1515 Korla Way,NULL,589,57197,2/15/06 04:45
503,1416 San Juan Bautista Tuxtepec Avenue,NULL,444,50592,2/15/06 04:45
504,1 Valle de Santiago Avenue,NULL,93,86208,2/15/06 04:45
505,519 Brescia Parkway,NULL,318,69504,2/15/06 04:45
506,414 Mandaluyong Street,NULL,314,16370,2/15/06 04:45
507,1197 Sokoto Boulevard,NULL,478,87687,2/15/06 04:45
508,496 Celaya Drive,NULL,552,90797,2/15/06 04:45
509,786 Matsue Way,NULL,245,37469,2/15/06 04:45
510,48 Maracabo Place,NULL,519,1570,2/15/06 04:45
511,1152 al-Qatif Lane,NULL,412,44816,2/15/06 04:45
512,1269 Ipoh Avenue,NULL,163,54674,2/15/06 04:45
513,758 Korolev Parkway,NULL,568,75474,2/15/06 04:45
514,1747 Rustenburg Place,NULL,110,51369,2/15/06 04:45
515,886 Tonghae Place,NULL,259,19450,2/15/06 04:45
516,1574 Goinia Boulevard,NULL,502,39529,2/15/06 04:45
517,548 Uruapan Street,NULL,312,35653,2/15/06 04:45
519,962 Tama Loop,NULL,583,65952,2/15/06 04:45
520,1778 Gijn Manor,NULL,594,35156,2/15/06 04:45
521,568 Dhule (Dhulia) Loop,NULL,127,92568,2/15/06 04:45
522,1768 Udine Loop,NULL,60,32347,2/15/06 04:45
523,608 Birgunj Parkway,NULL,116,400,2/15/06 04:45
524,680 A Corua (La Corua) Manor,NULL,482,49806,2/15/06 04:45
525,1949 Sanya Street,NULL,224,61244,2/15/06 04:45
526,617 Klerksdorp Place,NULL,366,94707,2/15/06 04:45
527,1993 0 Loop,NULL,588,41214,2/15/06 04:45
528,1176 Southend-on-Sea Manor,NULL,458,81651,2/15/06 04:45
529,600 Purnea (Purnia) Avenue,NULL,571,18043,2/15/06 04:45
530,1003 Qinhuangdao Street,NULL,419,25972,2/15/06 04:45
531,1986 Sivas Place,NULL,551,95775,2/15/06 04:45
532,1427 Tabuk Place,NULL,101,31342,2/15/06 04:45
533,556 Asuncin Way,NULL,339,35364,2/15/06 04:45
534,486 Ondo Parkway,NULL,67,35202,2/15/06 04:45
535,635 Brest Manor,NULL,75,40899,2/15/06 04:45
536,166 Jinchang Street,NULL,165,86760,2/15/06 04:45
537,958 Sagamihara Lane,NULL,287,88408,2/15/06 04:45
538,1817 Livorno Way,NULL,100,79401,2/15/06 04:45
539,1332 Gaziantep Lane,NULL,80,22813,2/15/06 04:45
540,949 Allende Lane,NULL,24,67521,2/15/06 04:45
541,195 Ilorin Street,NULL,363,49250,2/15/06 04:45
542,193 Bhusawal Place,NULL,539,9750,2/15/06 04:45
543,43 Vilnius Manor,NULL,42,79814,2/15/06 04:45
544,183 Haiphong Street,NULL,46,69953,2/15/06 04:45
545,163 Augusta-Richmond County Loop,NULL,561,33030,2/15/06 04:45
546,191 Jos Azueta Parkway,NULL,436,13629,2/15/06 04:45
547,379 Lublin Parkway,NULL,309,74568,2/15/06 04:45
548,1658 Cuman Loop,NULL,396,51309,2/15/06 04:45
549,454 Qinhuangdao Drive,NULL,68,25866,2/15/06 04:45
550,1715 Okayama Street,NULL,485,55676,2/15/06 04:45
551,182 Nukualofa Drive,NULL,275,15414,2/15/06 04:45
552,390 Wroclaw Way,NULL,462,5753,2/15/06 04:45
553,1421 Quilmes Lane,NULL,260,19151,2/15/06 04:45
554,947 Trshavn Place,NULL,528,841,2/15/06 04:45
555,1764 Jalib al-Shuyukh Parkway,NULL,459,77642,2/15/06 04:45
556,346 Cam Ranh Avenue,NULL,599,39976,2/15/06 04:45
557,1407 Pachuca de Soto Place,NULL,21,26284,2/15/06 04:45
558,904 Clarksville Drive,NULL,193,52234,2/15/06 04:45
559,1917 Kumbakonam Parkway,NULL,368,11892,2/15/06 04:45
560,1447 Imus Place,NULL,426,12905,2/15/06 04:45
561,1497 Fengshan Drive,NULL,112,63022,2/15/06 04:45
562,869 Shikarpur Way,NULL,496,57380,2/15/06 04:45
563,1059 Yuncheng Avenue,NULL,570,47498,2/15/06 04:45
564,505 Madiun Boulevard,NULL,577,97271,2/15/06 04:45
565,1741 Hoshiarpur Boulevard,NULL,79,22372,2/15/06 04:45
566,1229 Varanasi (Benares) Manor,NULL,43,40195,2/15/06 04:45
567,1894 Boa Vista Way,NULL,178,77464,2/15/06 04:45
568,1342 Sharja Way,NULL,488,93655,2/15/06 04:45
569,1342 Abha Boulevard,NULL,95,10714,2/15/06 04:45
570,415 Pune Avenue,NULL,580,44274,2/15/06 04:45
571,1746 Faaa Way,NULL,214,32515,2/15/06 04:45
572,539 Hami Way,NULL,538,52196,2/15/06 04:45
573,1407 Surakarta Manor,NULL,466,33224,2/15/06 04:45
574,502 Mandi Bahauddin Parkway,NULL,55,15992,2/15/06 04:45
575,1052 Pathankot Avenue,NULL,299,77397,2/15/06 04:45
576,1351 Sousse Lane,NULL,341,37815,2/15/06 04:45
577,1501 Pangkal Pinang Avenue,NULL,409,943,2/15/06 04:45
578,1405 Hagonoy Avenue,NULL,133,86587,2/15/06 04:45
579,521 San Juan Bautista Tuxtepec Place,NULL,598,95093,2/15/06 04:45
580,923 Tangail Boulevard,NULL,10,33384,2/15/06 04:45
581,186 Skikda Lane,NULL,131,89422,2/15/06 04:45
582,1568 Celaya Parkway,NULL,168,34750,2/15/06 04:45
583,1489 Kakamigahara Lane,NULL,526,98883,2/15/06 04:45
584,1819 Alessandria Loop,NULL,103,53829,2/15/06 04:45
585,1208 Tama Loop,NULL,344,73605,2/15/06 04:45
586,951 Springs Lane,NULL,219,96115,2/15/06 04:45
587,760 Miyakonojo Drive,NULL,246,64682,2/15/06 04:45
588,966 Asuncin Way,NULL,212,62703,2/15/06 04:45
589,1584 Ljubertsy Lane,NULL,494,22954,2/15/06 04:45
590,247 Jining Parkway,NULL,54,53446,2/15/06 04:45
591,773 Dallas Manor,NULL,424,12664,2/15/06 04:45
592,1923 Stara Zagora Lane,NULL,546,95179,2/15/06 04:45
593,1402 Zanzibar Boulevard,NULL,106,71102,2/15/06 04:45
594,1464 Kursk Parkway,NULL,574,17381,2/15/06 04:45
595,1074 Sanaa Parkway,NULL,311,22474,2/15/06 04:45
596,1759 Niznekamsk Avenue,NULL,14,39414,2/15/06 04:45
597,32 Liaocheng Way,NULL,248,1944,2/15/06 04:45
598,42 Fontana Avenue,NULL,512,14684,2/15/06 04:45
599,1895 Zhezqazghan Drive,NULL,177,36693,2/15/06 04:45
600,1837 Kaduna Parkway,NULL,241,82580,2/15/06 04:45
601,844 Bucuresti Place,NULL,242,36603,2/15/06 04:45
602,1101 Bucuresti Boulevard,NULL,401,97661,2/15/06 04:45
603,1103 Quilmes Boulevard,NULL,503,52137,2/15/06 04:45
604,1331 Usak Boulevard,NULL,296,61960,2/15/06 04:45
605,1325 Fukuyama Street,NULL,537,27107,2/15/06 04:45
